region_or_nation,job_family,occupation,medium_skilled,include_fe,include_he,demand_entry,demand_ticker,lq,lq_label,demand_entry_sl,demand_entry_fe,demand_entry_he,advertised_avg_salary_entry_hs,advertised_avg_salary_entry_degree,advertised_entry_salary_degree_premium,advertised_entry_salary_degree_premium_percentage,supply_fe,supply_he,fe_ds_ratio,he_ds_ratio,fe_ds_ratio_log,he_ds_ratio_log
EAST OF ENGLAND,Sales And Customer Service Occupations,Sales Related Occupations,0,1,0,9670,High,0.979260334345628,Average,2825.92,1121.92,5427.19,23928.9634,35090.0375471503,11161.0741471503,0.46642530896889,437,6,2.56979405034325,904.531666666667,0.943825759642853,6.80741731435702
EAST OF ENGLAND,Associate Professional And Technical Occupations,Information Technology Technicians,1,1,0,9375,High,0.981931989275838,Average,3006.91,1935.09,4188.09,30464.4601,38482.9697183184,8018.50961831842,0.263208656644416,1382,142,1.40014471780029,29.4929577464789,0.336575601136267,3.38415151438917
EAST OF ENGLAND,Elementary Occupations,Elementary Cleaning Occupations,0,1,0,9078,Medium,1.15974857166799,Average,5348.53,1987.02,1605.1,19313.3307,23851.7298387097,4538.39913870968,0.234987905980903,331,,6,,1.79175946922805,
EAST OF ENGLAND,Administrative And Secretarial Occupations,Secretarial and Related Occupations,1,1,0,8975,Medium,0.946050416886814,Average,5335.36,2038.93,1352.9,22732.7052,26026.8058737075,3294.10067370753,0.144905792985321,1685,,1.21008902077151,,0.19069392778799,
EAST OF ENGLAND,Professional Occupations,"Business, Research and Administrative Professionals",0,1,0,6906,Medium,0.760114005798375,Low,250.03,110.66,5432.99,38392.6375,49310.5429158434,10917.9054158434,0.284374977255559,523,543,0.210325047801147,10.0073664825046,-1.55910109827251,2.30332147005236
EAST OF ENGLAND,Associate Professional And Technical Occupations,"Science, Engineering and Production Technicians",1,1,1,6756,Medium,1.13782794158582,Average,1565.58,3124.66,1747.17,28181.3123,33267.8965158455,5086.58421584554,0.180494937982201,1702,187,1.83548766157462,9.3431550802139,0.607310201826258,2.23464399821892
EAST OF ENGLAND,Administrative And Secretarial Occupations,Administrative Occupations: Records,1,1,0,6617,Medium,1.07833833799496,Average,2697.56,1196.36,2438.47,23147.3893,34411.6207417349,11264.2314417349,0.486630751129021,1271,,0.940991345397325,,-0.060821336678877,
EAST OF ENGLAND,Elementary Occupations,Elementary Storage Occupations,0,1,0,6309,Medium,1.25948369745321,High,3313.22,1741.92,1053.48,18500.247,29341.5858670103,10841.3388670103,0.586010493103704,181,,9.62430939226519,,2.26429212614662,
EAST OF ENGLAND,Associate Professional And Technical Occupations,Welfare and Housing Associate Professionals,1,1,1,5847,Medium,1.02928330563169,Average,930.33,2132.58,2263,24231.2924,26899.4677378345,2668.17533783455,0.110112795214941,776,268,2.75,8.44402985074627,1.01160091167848,2.13345966512268
EAST OF ENGLAND,Professional Occupations,Welfare Professionals,0,1,0,5578,Medium,1.15951631834061,Average,213.22,441.66,4681.37,33280.8859,45931.3532592593,12650.4673592593,0.380112097895184,291,388,1.51890034364261,12.0653865979381,0.417986614906205,2.49034074149261
EAST OF ENGLAND,Skilled Trades Occupations,Vehicle Trades,1,1,0,5189,Medium,1.48779003750086,High,1054.65,3811.35,258.9,,,,,2097,,1.81783500238436,,0.597646233872174,
EAST OF ENGLAND,Skilled Trades Occupations,Construction and Building Trades,1,1,0,5099,Medium,1.20022669523545,High,1108.73,3257.02,669.39,,,,,5337,,0.610455311973018,,-0.493550187171955,
EAST OF ENGLAND,Associate Professional And Technical Occupations,Health Associate Professionals,1,1,1,4573,Medium,1.28025196882403,High,456.24,2011.33,1750.11,26342.3,26729.3701051282,387.070105128205,0.0146938613988985,203,267,9.9064039408867,6.5547191011236,2.29318141073086,1.88018526368474
EAST OF ENGLAND,Professional Occupations,Engineering Professionals,0,1,1,4058,Medium,1.15345746657828,Average,289.89,1260.28,2302.21,40269.5775,45218.9141947059,4949.33669470587,0.122905106086744,900,563,1.40111111111111,4.08703374777975,0.337265572640608,1.40781946189568
EAST OF ENGLAND,"Process, Plant And Machine Operatives",Mobile Machine Drivers and Operatives,0,1,0,3810,Medium,1.12685150318668,Average,2134.83,1139.97,498.68,17710.4914,25733.4463018182,8022.95490181818,0.453005776102756,199,,5.72361809045226,,1.74460113872269,
EAST OF ENGLAND,"Process, Plant And Machine Operatives",Assemblers and Routine Operatives,0,1,0,3777,Medium,1.25339870161995,High,1296.15,1069.2,1295.8,27323.9928,38583.0658028571,11259.0730028571,0.412058116296134,300,,3.56333333333333,,1.27069643636884,
EAST OF ENGLAND,"Managers, Directors And Senior Officials",Managers and Directors in Retail and Wholesale,0,0,0,3535,Medium,1.0944003976703,Average,1202.71,667.78,1463.95,27772.7027,32832.6787885986,5059.97608859857,0.182192426255964,0,,Inf,,Inf,
EAST OF ENGLAND,Professional Occupations,Therapy Professionals,0,1,0,3492,Medium,1.26123216470763,High,197.81,120.2,2967.95,31680.9503,35390.4414721311,3709.49117213115,0.117089012072064,114,281,1.05263157894737,10.5622775800712,0.051293294387552,2.35728893495353
EAST OF ENGLAND,Skilled Trades Occupations,"Metal Machining, Fitting and Instrument Making Trades",1,1,0,3488,Medium,1.09437679664435,Average,809.28,2127.29,477.98,26814.9721,31284.7763495868,4469.80424958678,0.16669061720138,739,,2.87821380243572,,1.05716989425203,
EAST OF ENGLAND,Skilled Trades Occupations,Electrical and Electronic Trades,1,1,0,3263,Medium,1.17998437968463,Average,604.49,1890.69,711.15,28136.3846,36409.666876367,8273.28227636701,0.294042123534486,1558,3,1.21373555840822,237.05,0.193702842227767,5.46827108934813
EAST OF ENGLAND,Elementary Occupations,Elementary Administration Occupations,0,1,0,3221,Medium,1.24934261685412,High,1616.73,777.48,598.53,21024.4826,28339.5332387097,7315.05063870968,0.347930114518475,132,,5.89393939393939,,1.77392460159202,
EAST OF ENGLAND,"Process, Plant And Machine Operatives",Process Operatives,0,1,0,2927,Medium,0.845140132724185,Average,1131.48,693.41,893.73,28022.1845,37978.6517106464,9956.46721064639,0.355306603974661,253,,2.73913043478261,,1.00764051046238,
EAST OF ENGLAND,Elementary Occupations,Elementary Security Occupations,0,1,0,2813,Medium,0.946847732716977,Average,1263.57,695.58,708.29,21511.4319,31901.3219276316,10389.8900276316,0.482993883249194,287,,2.42508710801394,,0.8858674445748,
EAST OF ENGLAND,Elementary Occupations,Elementary Process Plant Occupations,0,0,0,2797,Medium,1.0493222780637,Average,1194.58,985.49,529.6,19920.8076,30327.2291038462,10406.4215038462,0.522389539259751,53,,18.6037735849057,,2.92336444105052,
EAST OF ENGLAND,Elementary Occupations,Elementary Construction Occupations,0,1,0,2724,Medium,1.23631934494366,High,814.39,963.91,880.42,29607.1038,37637.5037586207,8030.39995862068,0.271232202003516,443,,2.17607223476298,,0.77752152456541,
EAST OF ENGLAND,Associate Professional And Technical Occupations,"Artistic, Literary and Media Occupations",1,1,1,2706,Medium,0.677571617073853,Low,653.54,384.38,1302.94,28212.7883,35423.4842514706,7210.69595147058,0.255582534941099,2048,576,0.18798828125,2.26204861111111,-1.67137565187161,0.816270867786229
EAST OF ENGLAND,"Managers, Directors And Senior Officials",Managers and Proprietors in Hospitality and Leisure Services,0,1,0,2652,Medium,1.11412222539038,Average,1031.98,980.99,586.27,22924.7589,29829.3928992064,6904.63399920635,0.301186766208754,985,,0.995939086294416,,-0.00406918160672608,
EAST OF ENGLAND,"Process, Plant And Machine Operatives",Plant and Machine Operatives,0,1,0,2447,Medium,1.0871399155806,Average,666.47,1017.75,642.15,28845.4312,33328.2896066421,4482.85840664207,0.155409651378069,162,,6.29012345679012,,1.83898069799034,
EAST OF ENGLAND,"Managers, Directors And Senior Officials",Managers and Proprietors in Other Services,0,1,0,2411,Medium,0.978865867577297,Average,723.97,635.68,974.67,38660.652,49814.1524638298,11153.5004638298,0.28849747448206,462,,1.37445887445887,,0.31806010781095,
EAST OF ENGLAND,Professional Occupations,Legal Professionals,0,0,0,2385,Medium,0.710718933353809,Low,106.78,47.94,1182.7,40898.6878,53081.1002352381,12182.4124352381,0.297868051288386,84,64,0.571428571428571,18.4796875,-0.559615787935424,2.9166721558974
EAST OF ENGLAND,Professional Occupations,"Architects, Town Planners and Surveyors",0,1,0,2331,Medium,1.06694905100339,Average,209.28,558.36,1449.02,33965.5158,43155.457648326,9189.94184832601,0.270566827320962,440,131,1.26818181818182,11.0612213740458,0.237584235469006,2.40344542164677
EAST OF ENGLAND,"Caring, Leisure And Other Service Occupations",Hairdressers and Related Services,0,1,0,2285,Medium,0.961713998065742,Average,544.48,1712.04,21.62,,,,,3266,,0.524188609920392,,-0.645903716828723,
EAST OF ENGLAND,Associate Professional And Technical Occupations,Design Occupations,1,1,1,2015,Medium,0.795442098815622,Low,346.52,330.5,1255.41,24595.9967,34445.9132417819,9849.91654178187,0.400468281969719,1312,415,0.252286585365854,3.02650602409639,-1.37718959412697,1.10740882679745
EAST OF ENGLAND,Administrative And Secretarial Occupations,Administrative Occupations: Office Managers and Supervisors,1,1,0,2015,Medium,0.970297024047356,Average,497.48,376.71,1053.7,28281.8869,41881.4379621107,13599.5510621107,0.480857274841543,390,,0.964102564102564,,-0.0365575957337977,
EAST OF ENGLAND,Associate Professional And Technical Occupations,Legal Associate Professionals,1,1,1,1966,Medium,0.670981880546392,Low,418.84,124.27,1142.78,29406.4,38939.5288852174,9533.12888521739,0.32418551353506,250,282,0.496,4.0531914893617,-0.70117935225721,1.3995045928567
EAST OF ENGLAND,"Caring, Leisure And Other Service Occupations",Housekeeping and Related Services,0,0,0,1933,Medium,1.15162497476926,Average,725.34,834.7,325.87,19464.4944,20411.2642,946.769799999998,0.0486408627187356,53,,15.7547169811321,,2.75713981129874,
EAST OF ENGLAND,"Process, Plant And Machine Operatives",Construction Operatives,0,1,0,1895,Medium,0.962503596258413,Average,651.79,1053.36,154.42,,,,,470,,2.24255319148936,,0.807615034397203,
EAST OF ENGLAND,"Managers, Directors And Senior Officials",Functional Managers and Directors,0,0,0,1775,Medium,0.879422177211115,Average,154.61,214.62,1222.09,34628.8564,45424.6009774952,10795.7445774952,0.311755734951017,0,,Inf,,Inf,
EAST OF ENGLAND,"Managers, Directors And Senior Officials",Managers and Proprietors in Health and Care Services,0,1,0,1720,Medium,1.05336812498989,Average,58.97,970.82,607.49,,,,,107,,9.07476635514019,,2.20549763382942,
EAST OF ENGLAND,Professional Occupations,Natural and Social Science Professionals,0,0,1,1698,Medium,1.34212060469855,High,196.04,87.56,914.66,34691.706,36853.7692319347,2162.06323193474,0.0623221940118694,708,211,0.124293785310734,4.33175355450237,-2.08510727921552,1.46597243797808
EAST OF ENGLAND,"Caring, Leisure And Other Service Occupations",Leisure and Travel Services,0,1,0,1698,Low,0.780615768942455,Low,606.08,517.52,547.87,21567.3127,28675.0314342105,7107.71873421053,0.329559775623345,857,,0.604434072345391,,-0.503462676338296,
EAST OF ENGLAND,Associate Professional And Technical Occupations,Sports and Fitness Occupations,1,1,1,1521,Low,0.924001212114557,Average,472.27,758.19,250.39,22957.928,40358.799715493,17400.871715493,0.757946087969827,2151,154,0.352859135285914,1.62590909090909,-1.0416863518721,0.486067099912611
EAST OF ENGLAND,Skilled Trades Occupations,Other Skilled Trades,1,1,0,1451,Low,1.16782116870221,Average,633.99,368.96,381.79,24983.1666,39659.0897123595,14675.9231123595,0.587432463919908,570,,0.647368421052632,,-0.434839716788068,
EAST OF ENGLAND,Skilled Trades Occupations,"Metal Forming, Welding and Related Trades",1,1,0,1379,Low,0.975580784772635,Average,456.29,670.07,229.39,26667.69,30897.3073802198,4229.61738021978,0.158604565308048,310,,2.16451612903226,,0.772196839492491,
EAST OF ENGLAND,Professional Occupations,Quality and Regulatory Professionals,0,1,0,1221,Low,0.913365314784728,Average,128.94,308.02,741.11,33949.683,43604.1576159892,9654.47461598916,0.284375987133345,134,36,2.2910447761194,20.5833333333333,0.829007947636285,3.02448168683998
EAST OF ENGLAND,Administrative And Secretarial Occupations,Administrative Occupations: Government and Related Organisations,0,1,0,1174,Low,1.00026349514208,Average,435.36,280.57,370.14,24803.506,39839.9644211679,15036.4584211679,0.606223104958141,1469,,0.190605854322668,,-1.65754757300463,
EAST OF ENGLAND,Skilled Trades Occupations,Agricultural and Related Trades,1,1,0,1144,Low,1.19764516466374,Average,452.7,521.12,141.53,21480.9826,39472.1089146667,17991.1263146667,0.837537399926327,794,,0.656171284634761,,-0.421333419493768,
EAST OF ENGLAND,"Caring, Leisure And Other Service Occupations",Animal Care and Control Services,1,1,1,1064,Low,1.57190102608919,Very High,526.13,334.44,156.41,23131.0033,27784.3367,4653.3334,0.201173003161519,901,61,0.37180910099889,2.56409836065574,-0.989374725783272,0.941606900512839
EAST OF ENGLAND,Professional Occupations,Media Professionals,0,0,1,1031,Low,0.712856356557802,Low,106.82,67.06,779.7,27670.1303,36499.1688808538,8829.03858085382,0.319081930049813,75,109,0.893333333333333,7.15596330275229,-0.112795494145345,1.96794603745449
EAST OF ENGLAND,Sales And Customer Service Occupations,Sales Supervisors,0,1,1,992,Low,1.01118276918832,Average,226.79,428.19,316.61,26459.3833,26827.9856300429,368.602330042919,0.0139308738175662,296,40,1.44594594594595,7.925,0.368763741257739,2.07002231976334
EAST OF ENGLAND,"Managers, Directors And Senior Officials",Production Managers and Directors,0,0,0,976,Low,1.0106774755086,Average,242.86,321.43,393.13,36133.8301,42004.95075408,5871.12065408,0.162482655113829,0,,Inf,,Inf,
EAST OF ENGLAND,Sales And Customer Service Occupations,Customer Service Managers and Supervisors,0,1,0,934,Low,1.12374436247977,Average,175.57,188.01,539.48,28491.673,40919.7001840708,12428.0271840708,0.436198575775834,176,,1.06818181818182,,0.065957967791799,
EAST OF ENGLAND,Skilled Trades Occupations,Building Finishing Trades,1,1,0,922,Low,1.08541569163753,Average,215.9,644.69,53.7,28292.4213,28687.6435294118,395.22222941176,0.0139691907320693,1281,,0.502732240437158,,-0.687697575792382,
EAST OF ENGLAND,Associate Professional And Technical Occupations,Draughtspersons and Related Architectural Technicians,1,1,1,909,Low,1.15636904356435,Average,87.85,411.58,352.03,28186.5333,37137.8106479592,8951.27734795919,0.317572837095195,336,65,1.22321428571429,5.41584615384615,0.201482054533034,1.68932912934355
EAST OF ENGLAND,"Managers, Directors And Senior Officials",Health and Social Services Managers and Directors,0,0,0,789,Low,1.13046181293944,Average,117.48,167.96,423.32,,,,,0,,Inf,,Inf,
EAST OF ENGLAND,Elementary Occupations,Elementary Sales Occupations,0,1,0,725,Low,0.973011057627658,Average,418.16,155.77,118.9,18853.7343,20621.68,1767.9457,0.0937716460765017,21,,7.38095238095238,,1.99890267919582,
EAST OF ENGLAND,Associate Professional And Technical Occupations,Protective Service Occupations,1,1,0,652,Low,0.773110865924003,Low,182.06,163.76,235.27,,,,,1307,6,0.124713083397093,39.2116666666667,-2.08173951281746,3.66897432156427
EAST OF ENGLAND,"Caring, Leisure And Other Service Occupations",Cleaning and Housekeeping Managers and Supervisors,0,1,0,630,Low,1.06833286565339,Average,211.52,263.37,145.56,,,,,97,,2.71134020618557,,0.997443053674383,
EAST OF ENGLAND,Elementary Occupations,Elementary Agricultural Occupations,0,1,0,530,Low,1.29811020945354,High,215.95,167.39,109.69,24588.4802,26224.859375,1636.379175,0.0665506432967743,68,,2.45588235294118,,0.89848610724065,
EAST OF ENGLAND,"Process, Plant And Machine Operatives",Other Drivers and Transport Operatives,0,1,0,514,Low,1.0583638748725,Average,194.06,118.85,167.31,27484.1759,27780.5109652174,296.335065217394,0.0107820247656541,134,,0.888059701492537,,-0.118716306839382,
EAST OF ENGLAND,"Managers, Directors And Senior Officials",Managers and Directors in Transport and Logistics,0,0,0,471,Low,1.13872182245481,Average,167.35,73.88,216.7,30377.4833,40065.5445457627,9688.06124576271,0.31892244495984,0,,Inf,,Inf,
EAST OF ENGLAND,Skilled Trades Occupations,Printing Trades,1,1,0,414,Low,1.00788003066682,Average,124.37,118.5,142.91,,,,,144,,0.819444444444444,,-0.199128675110336,
EAST OF ENGLAND,Skilled Trades Occupations,"Skilled Metal, Electrical and Electronic Trades Supervisors",1,1,0,367,Low,1.13888266674603,Average,87.38,193.66,74.63,32034.2766,39195.5793434783,7161.30274347826,0.223551255203879,103,,1.88349514563107,,0.633129170833693,
EAST OF ENGLAND,Skilled Trades Occupations,Textiles and Garments Trades,1,0,0,238,Low,0.686029514443471,Low,89.31,75.53,63.34,29717.2634,32401.345,2684.0816,0.0903206181495165,58,5,1.31034482758621,12.668,0.270290329739914,2.53907912867639
EAST OF ENGLAND,Skilled Trades Occupations,Construction and Building Trades Supervisors,1,1,0,221,Low,1.18944450575651,Average,88.47,110.15,20.63,29963.9806,36116.4423,6152.4617,0.205328583746313,216,,0.509259259259259,,-0.674798041891749,
EAST OF ENGLAND,Professional Occupations,Librarians and Related Professionals,0,0,0,175,Low,0.878776196907078,Average,36.87,16.21,89.83,21510.8126,23309.4540694915,1798.64146949152,0.083615691463535,34,10,0.470588235294118,8.983,-0.753771802376379,2.19533390224707
